run	channel	sample	time	fluorescence	category
Run A	HEX	S4	57	5000	S4
Run A	HEX	S4	58	5000	S4
Run A	HEX	S4	59	5000	S4
Run A	HEX	S4	60	5000	S4
Run A	HEX	S4	61	5000	S4
Run A	HEX	S4	62	5000	S4
Run A	HEX	S4	63	5000	S4
Run A	HEX	S4	64	5000	S4
Run A	HEX	S4	65	5000	S4
Run A	HEX	S4	66	5000	S4
Run A	HEX	S4	67	5000	S4
Run A	HEX	S4	68	5000	S4
Run A	HEX	S4	69	5000	S4
Run A	HEX	S4	70	5000	S4
Run A	HEX	S4	71	5000	S4
Run A	HEX	S4	72	5000	S4
Run A	HEX	S4	73	5000	S4
Run A	HEX	S4	74	5000	S4
Run A	HEX	S4	75	5000	S4
Run A	HEX	S4	76	5000	S4
Run A	HEX	S4	77	5000	S4
Run A	HEX	S4	78	5000	S4
Run A	HEX	S4	79	5000	S4
Run A	HEX	S4	80	5000	S4
Run A	HEX	S4	81	5000	S4
Run A	HEX	S4	82	5000	S4
Run A	HEX	S4	83	5000	S4
Run A	HEX	S4	84	5000	S4
Run A	HEX	S4	85	5000	S4
Run A	HEX	S4	86	5000	S4
Run A	HEX	S4	87	5000	S4
Run A	HEX	S4	88	5000	S4
Run A	HEX	S4	89	5000	S4
Run A	HEX	S4	90	5000	S4
Run A	HEX	S4	91	5000	S4
Run A	HEX	S4	92	5000	S4
Run A	HEX	S4	93	5000	S4
Run A	HEX	S4	94	5000	S4
Run A	HEX	S4	95	5000	S4
Run A	HEX	S4	96	5000	S4
Run A	HEX	S4	97	5000	S4
Run A	HEX	S4	98	5000	S4
Run A	HEX	S4	99	5000	S4
Run A	HEX	S4	100	5000	S4
Run A	HEX	S4	101	5000	S4
Run A	HEX	S4	102	5000	S4
Run A	HEX	S4	103	5000	S4
Run A	HEX	S4	104	5000	S4
Run A	HEX	S4	105	5000	S4
Run A	HEX	S4	106	5000	S4
Run A	HEX	S4	107	5000	S4
Run A	HEX	S4	108	5000	S4
Run A	HEX	S4	109	5000	S4
Run A	HEX	S4	110	5000	S4
Run A	HEX	S4	111	5000	S4
Run A	HEX	S4	112	5000	S4
Run A	HEX	S4	113	5000	S4
Run A	HEX	S4	114	5000	S4
Run A	HEX	S4	115	5000	S4
Run A	HEX	S4	116	5000	S4
Run A	HEX	S4	117	5000	S4
Run A	HEX	S4	118	5000	S4
Run A	HEX	S4	119	5000	S4
Run A	HEX	S4	120	5000	S4
Run A	HEX	S4	121	5000	S4
Run A	HEX	S4	122	5000	S4
Run A	HEX	S4	123	5000	S4
Run A	HEX	S4	124	5000	S4
Run A	HEX	S4	125	5000	S4
Run A	HEX	S4	126	5000	S4
Run A	HEX	S4	127	5000	S4
Run A	HEX	S4	128	5000	S4
Run A	HEX	S4	129	5000	S4
Run A	HEX	S4	130	5000	S4
Run A	HEX	S4	131	5000	S4
Run A	HEX	S4	132	5000	S4
Run A	HEX	S4	133	5000	S4
Run A	HEX	S4	134	5000	S4
Run A	HEX	S4	135	5000	S4
Run A	HEX	S4	136	5000	S4
Run A	HEX	S4	137	5000	S4
Run A	HEX	S4	138	5000	S4
Run A	HEX	S4	139	5000	S4
Run A	HEX	S4	140	5000	S4
Run A	HEX	S4	141	5000	S4
Run A	HEX	S4	142	5000	S4
Run A	HEX	S4	143	5000	S4
Run A	HEX	S4	144	5000	S4
Run A	HEX	S4	145	5000	S4
Run A	HEX	S4	146	5000	S4
Run A	HEX	S4	147	5000	S4
Run A	HEX	S4	148	5000	S4
Run A	HEX	S4	149	5000	S4
Run A	HEX	S4	150	5000	S4
Run A	FAM	S5	1	416	S5
Run A	FAM	S5	2	414	S5
Run A	FAM	S5	3	425	S5
Run A	FAM	S5	4	444	S5
Run A	FAM	S5	5	469	S5
Run A	FAM	S5	6	498	S5
Run A	FAM	S5	7	531	S5
Run A	FAM	S5	8	567	S5
Run A	FAM	S5	9	604	S5
Run A	FAM	S5	10	643	S5
Run A	FAM	S5	11	683	S5
Run A	FAM	S5	12	724	S5
Run A	FAM	S5	13	765	S5
Run A	FAM	S5	14	807	S5
Run A	FAM	S5	15	850	S5
Run A	FAM	S5	16	893	S5
Run A	FAM	S5	17	936	S5
Run A	FAM	S5	18	980	S5
Run A	FAM	S5	19	1024	S5
Run A	FAM	S5	20	1069	S5
Run A	FAM	S5	21	1113	S5
Run A	FAM	S5	22	1158	S5
Run A	FAM	S5	23	1202	S5
Run A	FAM	S5	24	1247	S5
Run A	FAM	S5	25	1292	S5
Run A	FAM	S5	26	1336	S5
Run A	FAM	S5	27	1381	S5
Run A	FAM	S5	28	1426	S5
Run A	FAM	S5	29	1471	S5
Run A	FAM	S5	30	1515	S5
Run A	FAM	S5	31	1560	S5
Run A	FAM	S5	32	1604	S5
Run A	FAM	S5	33	1649	S5
Run A	FAM	S5	34	1693	S5
Run A	FAM	S5	35	1737	S5
Run A	FAM	S5	36	1781	S5
Run A	FAM	S5	37	1825	S5
Run A	FAM	S5	38	1868	S5
Run A	FAM	S5	39	1912	S5
Run A	FAM	S5	40	1953	S5
Run A	FAM	S5	41	1999	S5
Run A	FAM	S5	42	2039	S5
Run A	FAM	S5	43	2082	S5
Run A	FAM	S5	44	2126	S5
Run A	FAM	S5	45	2168	S5
Run A	FAM	S5	46	2211	S5
Run A	FAM	S5	47	2254	S5
Run A	FAM	S5	48	2295	S5
Run A	FAM	S5	49	2335	S5
Run A	FAM	S5	50	2379	S5
Run A	FAM	S5	51	2417	S5
Run A	FAM	S5	52	2461	S5
Run A	FAM	S5	53	2502	S5
Run A	FAM	S5	54	2541	S5
Run A	FAM	S5	55	2583	S5
Run A	FAM	S5	56	2621	S5
Run A	FAM	S5	57	2663	S5
Run A	FAM	S5	58	2703	S5
Run A	FAM	S5	59	2743	S5
Run A	FAM	S5	60	2780	S5
Run A	FAM	S5	61	2822	S5
Run A	FAM	S5	62	2858	S5
Run A	FAM	S5	63	2899	S5
Run A	FAM	S5	64	2935	S5
Run A	FAM	S5	65	2974	S5
Run A	FAM	S5	66	3014	S5
Run A	FAM	S5	67	3050	S5
Run A	FAM	S5	68	3088	S5
Run A	FAM	S5	69	3128	S5
Run A	FAM	S5	70	3163	S5
Run A	FAM	S5	71	3204	S5
Run A	FAM	S5	72	3237	S5
Run A	FAM	S5	73	3274	S5
Run A	FAM	S5	74	3314	S5
Run A	FAM	S5	75	3347	S5
Run A	FAM	S5	76	3383	S5
Run A	FAM	S5	77	3422	S5
Run A	FAM	S5	78	3455	S5
Run A	FAM	S5	79	3493	S5
Run A	FAM	S5	80	3530	S5
Run A	FAM	S5	81	3562	S5
Run A	FAM	S5	82	3599	S5
Run A	FAM	S5	83	3632	S5
Run A	FAM	S5	84	3666	S5
Run A	FAM	S5	85	3701	S5
Run A	FAM	S5	86	3735	S5
Run A	FAM	S5	87	3768	S5
Run A	FAM	S5	88	3802	S5
Run A	FAM	S5	89	3840	S5
Run A	FAM	S5	90	3870	S5
Run A	FAM	S5	91	3904	S5
Run A	FAM	S5	92	3936	S5
Run A	FAM	S5	93	3969	S5
Run A	FAM	S5	94	4002	S5
Run A	FAM	S5	95	4035	S5
Run A	FAM	S5	96	4067	S5
Run A	FAM	S5	97	4099	S5
Run A	FAM	S5	98	4131	S5
Run A	FAM	S5	99	4164	S5
Run A	FAM	S5	100	4195	S5
Run A	FAM	S5	101	4226	S5
Run A	FAM	S5	102	4258	S5
Run A	FAM	S5	103	4289	S5
Run A	FAM	S5	104	4320	S5
Run A	FAM	S5	105	4351	S5
Run A	FAM	S5	106	4382	S5
Run A	FAM	S5	107	4412	S5
Run A	FAM	S5	108	4442	S5
Run A	FAM	S5	109	4473	S5
Run A	FAM	S5	110	4502	S5
Run A	FAM	S5	111	4533	S5
Run A	FAM	S5	112	4562	S5
Run A	FAM	S5	113	4590	S5
Run A	FAM	S5	114	4620	S5
Run A	FAM	S5	115	4649	S5
Run A	FAM	S5	116	4679	S5
Run A	FAM	S5	117	4707	S5
Run A	FAM	S5	118	4735	S5
Run A	FAM	S5	119	4763	S5
Run A	FAM	S5	120	4792	S5
Run A	FAM	S5	121	4820	S5
Run A	FAM	S5	122	4832	S5
Run A	FAM	S5	123	4832	S5
Run A	FAM	S5	124	4832	S5
Run A	FAM	S5	125	4832	S5
Run A	FAM	S5	126	4832	S5
Run A	FAM	S5	127	4832	S5
Run A	FAM	S5	128	4832	S5
Run A	FAM	S5	129	4832	S5
Run A	FAM	S5	130	4832	S5
Run A	FAM	S5	131	4832	S5
Run A	FAM	S5	132	4832	S5
Run A	FAM	S5	133	4832	S5
Run A	FAM	S5	134	4832	S5
Run A	FAM	S5	135	4832	S5
Run A	FAM	S5	136	4832	S5
Run A	FAM	S5	137	4832	S5
Run A	FAM	S5	138	4832	S5
Run A	FAM	S5	139	4832	S5
Run A	FAM	S5	140	4832	S5
Run A	FAM	S5	141	4832	S5
Run A	FAM	S5	142	4832	S5
Run A	FAM	S5	143	4832	S5
Run A	FAM	S5	144	4832	S5
Run A	FAM	S5	145	4833	S5
Run A	FAM	S5	146	4833	S5
Run A	FAM	S5	147	4832	S5
Run A	FAM	S5	148	4832	S5
Run A	FAM	S5	149	4832	S5
Run A	FAM	S5	150	4832	S5
Run A	HEX	S5	1	605	S5
Run A	HEX	S5	2	602	S5
Run A	HEX	S5	3	601	S5
Run A	HEX	S5	4	601	S5
Run A	HEX	S5	5	601	S5
Run A	HEX	S5	6	602	S5
Run A	HEX	S5	7	602	S5
Run A	HEX	S5	8	603	S5
Run A	HEX	S5	9	604	S5
Run A	HEX	S5	10	604	S5
Run A	HEX	S5	11	605	S5
Run A	HEX	S5	12	606	S5
Run A	HEX	S5	13	607	S5
Run A	HEX	S5	14	608	S5
Run A	HEX	S5	15	609	S5
Run A	HEX	S5	16	610	S5
Run A	HEX	S5	17	610	S5
Run A	HEX	S5	18	612	S5
Run A	HEX	S5	19	612	S5
Run A	HEX	S5	20	613	S5
Run A	HEX	S5	21	614	S5
Run A	HEX	S5	22	617	S5
Run A	HEX	S5	23	617	S5
Run A	HEX	S5	24	618	S5
Run A	HEX	S5	25	619	S5
Run A	HEX	S5	26	620	S5
Run A	HEX	S5	27	621	S5
Run A	HEX	S5	28	623	S5
Run A	HEX	S5	29	624	S5
Run A	HEX	S5	30	625	S5
Run A	HEX	S5	31	626	S5
Run A	HEX	S5	32	627	S5
Run A	HEX	S5	33	628	S5
Run A	HEX	S5	34	629	S5
Run A	HEX	S5	35	630	S5
Run A	HEX	S5	36	631	S5
Run A	HEX	S5	37	632	S5
Run A	HEX	S5	38	633	S5
Run A	HEX	S5	39	634	S5
Run A	HEX	S5	40	635	S5
Run A	HEX	S5	41	637	S5
Run A	HEX	S5	42	637	S5
Run A	HEX	S5	43	639	S5
Run A	HEX	S5	44	640	S5
Run A	HEX	S5	45	640	S5
Run A	HEX	S5	46	643	S5
Run A	HEX	S5	47	644	S5
Run A	HEX	S5	48	645	S5
Run A	HEX	S5	49	646	S5
Run A	HEX	S5	50	647	S5
Run A	HEX	S5	51	648	S5
Run A	HEX	S5	52	649	S5
Run A	HEX	S5	53	651	S5
Run A	HEX	S5	54	651	S5
Run A	HEX	S5	55	653	S5
Run A	HEX	S5	56	654	S5
Run A	HEX	S5	57	655	S5
Run A	HEX	S5	58	656	S5
Run A	HEX	S5	59	657	S5
Run A	HEX	S5	60	658	S5
Run A	HEX	S5	61	659	S5
Run A	HEX	S5	62	660	S5
Run A	HEX	S5	63	662	S5
Run A	HEX	S5	64	663	S5
Run A	HEX	S5	65	664	S5
Run A	HEX	S5	66	665	S5
Run A	HEX	S5	67	666	S5
Run A	HEX	S5	68	668	S5
Run A	HEX	S5	69	669	S5
Run A	HEX	S5	70	670	S5
Run A	HEX	S5	71	671	S5
Run A	HEX	S5	72	673	S5
Run A	HEX	S5	73	674	S5
Run A	HEX	S5	74	675	S5
Run A	HEX	S5	75	676	S5
Run A	HEX	S5	76	677	S5
Run A	HEX	S5	77	678	S5
Run A	HEX	S5	78	679	S5
Run A	HEX	S5	79	681	S5
Run A	HEX	S5	80	682	S5
Run A	HEX	S5	81	683	S5
Run A	HEX	S5	82	684	S5
Run A	HEX	S5	83	685	S5
Run A	HEX	S5	84	686	S5
Run A	HEX	S5	85	687	S5
Run A	HEX	S5	86	688	S5
Run A	HEX	S5	87	689	S5
Run A	HEX	S5	88	690	S5
Run A	HEX	S5	89	692	S5
Run A	HEX	S5	90	694	S5
Run A	HEX	S5	91	695	S5
Run A	HEX	S5	92	696	S5
Run A	HEX	S5	93	697	S5
Run A	HEX	S5	94	698	S5
Run A	HEX	S5	95	699	S5
Run A	HEX	S5	96	700	S5
Run A	HEX	S5	97	701	S5
Run A	HEX	S5	98	703	S5
Run A	HEX	S5	99	703	S5
Run A	HEX	S5	100	705	S5
Run A	HEX	S5	101	706	S5
Run A	HEX	S5	102	707	S5
Run A	HEX	S5	103	708	S5
Run A	HEX	S5	104	709	S5
Run A	HEX	S5	105	710	S5
Run A	HEX	S5	106	711	S5
Run A	HEX	S5	107	712	S5
Run A	HEX	S5	108	713	S5
Run A	HEX	S5	109	715	S5
Run A	HEX	S5	110	716	S5
Run A	HEX	S5	111	717	S5
Run A	HEX	S5	112	719	S5
Run A	HEX	S5	113	720	S5
Run A	HEX	S5	114	721	S5
Run A	HEX	S5	115	722	S5
Run A	HEX	S5	116	724	S5
Run A	HEX	S5	117	725	S5
Run A	HEX	S5	118	726	S5
Run A	HEX	S5	119	727	S5
Run A	HEX	S5	120	728	S5
Run A	HEX	S5	121	729	S5
Run A	HEX	S5	122	730	S5
Run A	HEX	S5	123	731	S5
Run A	HEX	S5	124	732	S5
Run A	HEX	S5	125	733	S5
Run A	HEX	S5	126	734	S5
Run A	HEX	S5	127	736	S5
Run A	HEX	S5	128	736	S5
Run A	HEX	S5	129	738	S5
Run A	HEX	S5	130	739	S5
Run A	HEX	S5	131	740	S5
Run A	HEX	S5	132	741	S5
Run A	HEX	S5	133	742	S5
Run A	HEX	S5	134	743	S5
Run A	HEX	S5	135	745	S5
Run A	HEX	S5	136	746	S5
Run A	HEX	S5	137	747	S5
Run A	HEX	S5	138	749	S5
Run A	HEX	S5	139	749	S5
Run A	HEX	S5	140	751	S5
Run A	HEX	S5	141	752	S5
Run A	HEX	S5	142	753	S5
Run A	HEX	S5	143	754	S5
Run A	HEX	S5	144	755	S5
Run A	HEX	S5	145	756	S5
Run A	HEX	S5	146	757	S5
Run A	HEX	S5	147	758	S5
Run A	HEX	S5	148	759	S5
Run A	HEX	S5	149	760	S5
Run A	HEX	S5	150	761	S5
Run A	FAM	S6	1	446	S6
Run A	FAM	S6	2	439	S6
Run A	FAM	S6	3	436	S6
Run A	FAM	S6	4	436	S6
Run A	FAM	S6	5	437	S6
Run A	FAM	S6	6	439	S6
Run A	FAM	S6	7	441	S6
Run A	FAM	S6	8	443	S6
Run A	FAM	S6	9	445	S6
Run A	FAM	S6	10	447	S6
Run A	FAM	S6	11	449	S6
Run A	FAM	S6	12	450	S6
Run A	FAM	S6	13	451	S6
Run A	FAM	S6	14	452	S6
Run A	FAM	S6	15	453	S6
Run A	FAM	S6	16	453	S6
Run A	FAM	S6	17	453	S6
Run A	FAM	S6	18	454	S6
Run A	FAM	S6	19	454	S6
Run A	FAM	S6	20	454	S6
Run A	FAM	S6	21	454	S6
Run A	FAM	S6	22	454	S6
Run A	FAM	S6	23	454	S6
Run A	FAM	S6	24	455	S6
Run A	FAM	S6	25	455	S6
Run A	FAM	S6	26	455	S6
Run A	FAM	S6	27	455	S6
Run A	FAM	S6	28	455	S6
Run A	FAM	S6	29	455	S6
Run A	FAM	S6	30	455	S6
Run A	FAM	S6	31	455	S6
Run A	FAM	S6	32	455	S6
Run A	FAM	S6	33	455	S6
Run A	FAM	S6	34	456	S6
Run A	FAM	S6	35	456	S6
Run A	FAM	S6	36	456	S6
Run A	FAM	S6	37	456	S6
Run A	FAM	S6	38	456	S6
Run A	FAM	S6	39	456	S6
Run A	FAM	S6	40	457	S6
Run A	FAM	S6	41	457	S6
Run A	FAM	S6	42	457	S6
Run A	FAM	S6	43	457	S6
Run A	FAM	S6	44	457	S6
Run A	FAM	S6	45	458	S6
Run A	FAM	S6	46	458	S6
Run A	FAM	S6	47	458	S6
Run A	FAM	S6	48	458	S6
Run A	FAM	S6	49	459	S6
Run A	FAM	S6	50	459	S6
Run A	FAM	S6	51	459	S6
Run A	FAM	S6	52	459	S6
Run A	FAM	S6	53	460	S6
Run A	FAM	S6	54	460	S6
Run A	FAM	S6	55	460	S6
Run A	FAM	S6	56	461	S6
Run A	FAM	S6	57	461	S6
Run A	FAM	S6	58	461	S6
Run A	FAM	S6	59	462	S6
Run A	FAM	S6	60	462	S6
Run A	FAM	S6	61	462	S6
Run A	FAM	S6	62	463	S6
Run A	FAM	S6	63	463	S6
Run A	FAM	S6	64	463	S6
Run A	FAM	S6	65	464	S6
Run A	FAM	S6	66	464	S6
Run A	FAM	S6	67	464	S6
Run A	FAM	S6	68	465	S6
Run A	FAM	S6	69	465	S6
Run A	FAM	S6	70	466	S6
Run A	FAM	S6	71	466	S6
Run A	FAM	S6	72	467	S6
Run A	FAM	S6	73	467	S6
Run A	FAM	S6	74	467	S6
Run A	FAM	S6	75	468	S6
Run A	FAM	S6	76	468	S6
Run A	FAM	S6	77	468	S6
Run A	FAM	S6	78	469	S6
Run A	FAM	S6	79	469	S6
Run A	FAM	S6	80	469	S6
Run A	FAM	S6	81	470	S6
Run A	FAM	S6	82	470	S6
Run A	FAM	S6	83	471	S6
Run A	FAM	S6	84	471	S6
Run A	FAM	S6	85	472	S6
Run A	FAM	S6	86	472	S6
Run A	FAM	S6	87	473	S6
Run A	FAM	S6	88	473	S6
Run A	FAM	S6	89	473	S6
Run A	FAM	S6	90	474	S6
Run A	FAM	S6	91	474	S6
Run A	FAM	S6	92	475	S6
Run A	FAM	S6	93	475	S6
Run A	FAM	S6	94	476	S6
Run A	FAM	S6	95	476	S6
Run A	FAM	S6	96	477	S6
Run A	FAM	S6	97	477	S6
Run A	FAM	S6	98	478	S6
Run A	FAM	S6	99	478	S6
Run A	FAM	S6	100	479	S6
Run A	FAM	S6	101	479	S6
Run A	FAM	S6	102	479	S6
Run A	FAM	S6	103	480	S6
Run A	FAM	S6	104	480	S6
Run A	FAM	S6	105	481	S6
Run A	FAM	S6	106	481	S6
Run A	FAM	S6	107	482	S6
Run A	FAM	S6	108	482	S6
Run A	FAM	S6	109	483	S6
Run A	FAM	S6	110	483	S6
Run A	FAM	S6	111	484	S6
Run A	FAM	S6	112	484	S6
Run A	FAM	S6	113	485	S6
Run A	FAM	S6	114	485	S6
Run A	FAM	S6	115	486	S6
Run A	FAM	S6	116	486	S6
Run A	FAM	S6	117	487	S6
Run A	FAM	S6	118	487	S6
Run A	FAM	S6	119	488	S6
Run A	FAM	S6	120	488	S6
Run A	FAM	S6	121	489	S6
Run A	FAM	S6	122	489	S6
Run A	FAM	S6	123	490	S6
Run A	FAM	S6	124	490	S6
Run A	FAM	S6	125	491	S6
Run A	FAM	S6	126	491	S6
Run A	FAM	S6	127	492	S6
Run A	FAM	S6	128	493	S6
Run A	FAM	S6	129	493	S6
Run A	FAM	S6	130	493	S6
Run A	FAM	S6	131	494	S6
Run A	FAM	S6	132	494	S6
Run A	FAM	S6	133	495	S6
Run A	FAM	S6	134	496	S6
Run A	FAM	S6	135	496	S6
Run A	FAM	S6	136	497	S6
Run A	FAM	S6	137	497	S6
Run A	FAM	S6	138	498	S6
Run A	FAM	S6	139	498	S6
Run A	FAM	S6	140	499	S6
Run A	FAM	S6	141	499	S6
Run A	FAM	S6	142	500	S6
Run A	FAM	S6	143	501	S6
Run A	FAM	S6	144	501	S6
Run A	FAM	S6	145	501	S6
Run A	FAM	S6	146	502	S6
Run A	FAM	S6	147	503	S6
Run A	FAM	S6	148	503	S6
Run A	FAM	S6	149	504	S6
Run A	FAM	S6	150	504	S6
Run A	HEX	S6	1	686	S6
Run A	HEX	S6	2	808	S6
Run A	HEX	S6	3	1064	S6
Run A	HEX	S6	4	1428	S6
Run A	HEX	S6	5	1858	S6
Run A	HEX	S6	6	2334	S6
Run A	HEX	S6	7	2824	S6
Run A	HEX	S6	8	3300	S6
Run A	HEX	S6	9	3741	S6
Run A	HEX	S6	10	4136	S6
Run A	HEX	S6	11	4480	S6
Run A	HEX	S6	12	4776	S6
Run A	HEX	S6	13	5000	S6
Run A	HEX	S6	14	5000	S6
Run A	HEX	S6	15	5000	S6
Run A	HEX	S6	16	5000	S6
Run A	HEX	S6	17	5000	S6
Run A	HEX	S6	18	5000	S6
Run A	HEX	S6	19	5000	S6
Run A	HEX	S6	20	5000	S6
Run A	HEX	S6	21	5000	S6
Run A	HEX	S6	22	5000	S6
Run A	HEX	S6	23	5000	S6
Run A	HEX	S6	24	5000	S6
Run A	HEX	S6	25	5000	S6
Run A	HEX	S6	26	5000	S6
Run A	HEX	S6	27	5000	S6
Run A	HEX	S6	28	5000	S6
Run A	HEX	S6	29	5000	S6
Run A	HEX	S6	30	5000	S6
Run A	HEX	S6	31	5000	S6
Run A	HEX	S6	32	5000	S6
Run A	HEX	S6	33	5000	S6
Run A	HEX	S6	34	5000	S6
Run A	HEX	S6	35	5000	S6
Run A	HEX	S6	36	5000	S6
Run A	HEX	S6	37	5000	S6
Run A	HEX	S6	38	5000	S6
Run A	HEX	S6	39	5000	S6
Run A	HEX	S6	40	5000	S6
Run A	HEX	S6	41	5000	S6
Run A	HEX	S6	42	5000	S6
Run A	HEX	S6	43	5000	S6
Run A	HEX	S6	44	5000	S6
Run A	HEX	S6	45	5000	S6
Run A	HEX	S6	46	5000	S6
Run A	HEX	S6	47	5000	S6
Run A	HEX	S6	48	5000	S6
Run A	HEX	S6	49	5000	S6
Run A	HEX	S6	50	5000	S6
Run A	HEX	S6	51	5000	S6
Run A	HEX	S6	52	5000	S6
Run A	HEX	S6	53	5000	S6
Run A	HEX	S6	54	5000	S6
Run A	HEX	S6	55	5000	S6
Run A	HEX	S6	56	5000	S6
Run A	HEX	S6	57	5000	S6
Run A	HEX	S6	58	5000	S6
Run A	HEX	S6	59	5000	S6
Run A	HEX	S6	60	5000	S6
Run A	HEX	S6	61	5000	S6
Run A	HEX	S6	62	5000	S6
Run A	HEX	S6	63	5000	S6
Run A	HEX	S6	64	5000	S6
Run A	HEX	S6	65	5000	S6
Run A	HEX	S6	66	5000	S6
Run A	HEX	S6	67	5000	S6
Run A	HEX	S6	68	5000	S6
Run A	HEX	S6	69	5000	S6
Run A	HEX	S6	70	5000	S6
Run A	HEX	S6	71	5000	S6
Run A	HEX	S6	72	5000	S6
Run A	HEX	S6	73	5000	S6
Run A	HEX	S6	74	5000	S6
Run A	HEX	S6	75	5000	S6
Run A	HEX	S6	76	5000	S6
Run A	HEX	S6	77	5000	S6
Run A	HEX	S6	78	5000	S6
Run A	HEX	S6	79	5000	S6
Run A	HEX	S6	80	5000	S6
Run A	HEX	S6	81	5000	S6
Run A	HEX	S6	82	5000	S6
Run A	HEX	S6	83	5000	S6
Run A	HEX	S6	84	5000	S6
Run A	HEX	S6	85	5000	S6
Run A	HEX	S6	86	5000	S6
Run A	HEX	S6	87	5000	S6
Run A	HEX	S6	88	5000	S6
Run A	HEX	S6	89	5000	S6
Run A	HEX	S6	90	5000	S6
Run A	HEX	S6	91	5000	S6
Run A	HEX	S6	92	5000	S6
Run A	HEX	S6	93	5000	S6
Run A	HEX	S6	94	5000	S6
Run A	HEX	S6	95	5000	S6
Run A	HEX	S6	96	5000	S6
Run A	HEX	S6	97	5000	S6
Run A	HEX	S6	98	5000	S6
Run A	HEX	S6	99	5000	S6
Run A	HEX	S6	100	5000	S6
Run A	HEX	S6	101	5000	S6
Run A	HEX	S6	102	5000	S6
Run A	HEX	S6	103	5000	S6
Run A	HEX	S6	104	5000	S6
Run A	HEX	S6	105	5000	S6
Run A	HEX	S6	106	5000	S6
Run A	HEX	S6	107	5000	S6
Run A	HEX	S6	108	5000	S6
Run A	HEX	S6	109	5000	S6
Run A	HEX	S6	110	5000	S6
Run A	HEX	S6	111	5000	S6
Run A	HEX	S6	112	5000	S6
Run A	HEX	S6	113	5000	S6
Run A	HEX	S6	114	5000	S6
Run A	HEX	S6	115	5000	S6
Run A	HEX	S6	116	5000	S6
Run A	HEX	S6	117	5000	S6
Run A	HEX	S6	118	5000	S6
Run A	HEX	S6	119	5000	S6
Run A	HEX	S6	120	5000	S6
Run A	HEX	S6	121	5000	S6
Run A	HEX	S6	122	5000	S6
Run A	HEX	S6	123	5000	S6
Run A	HEX	S6	124	5000	S6
Run A	HEX	S6	125	5000	S6
Run A	HEX	S6	126	5000	S6
Run A	HEX	S6	127	5000	S6
Run A	HEX	S6	128	5000	S6
Run A	HEX	S6	129	5000	S6
Run A	HEX	S6	130	5000	S6
Run A	HEX	S6	131	5000	S6
Run A	HEX	S6	132	5000	S6
Run A	HEX	S6	133	5000	S6
Run A	HEX	S6	134	5000	S6
Run A	HEX	S6	135	5000	S6
Run A	HEX	S6	136	5000	S6
Run A	HEX	S6	137	5000	S6
Run A	HEX	S6	138	5000	S6
Run A	HEX	S6	139	5000	S6
Run A	HEX	S6	140	5000	S6
Run A	HEX	S6	141	5000	S6
Run A	HEX	S6	142	5000	S6
Run A	HEX	S6	143	5000	S6
Run A	HEX	S6	144	5000	S6
Run A	HEX	S6	145	5000	S6
Run A	HEX	S6	146	5000	S6
Run A	HEX	S6	147	5000	S6
Run A	HEX	S6	148	5000	S6
Run A	HEX	S6	149	5000	S6
Run A	HEX	S6	150	5000	S6
Run A	FAM	positive_control	1	449	positive_control
Run A	FAM	positive_control	2	463	positive_control
Run A	FAM	positive_control	3	507	positive_control
Run A	FAM	positive_control	4	580	positive_control
Run A	FAM	positive_control	5	678	positive_control
Run A	FAM	positive_control	6	797	positive_control
Run A	FAM	positive_control	7	930	positive_control
Run A	FAM	positive_control	8	1074	positive_control
Run A	FAM	positive_control	9	1225	positive_control
Run A	FAM	positive_control	10	1379	positive_control
Run A	FAM	positive_control	11	1537	positive_control
Run A	FAM	positive_control	12	1696	positive_control
Run A	FAM	positive_control	13	1855	positive_control
Run A	FAM	positive_control	14	2015	positive_control
Run A	FAM	positive_control	15	2174	positive_control
Run A	FAM	positive_control	16	2332	positive_control
Run A	FAM	positive_control	17	2487	positive_control
Run A	FAM	positive_control	18	2642	positive_control
Run A	FAM	positive_control	19	2794	positive_control
Run A	FAM	positive_control	20	2944	positive_control
Run A	FAM	positive_control	21	3093	positive_control
Run A	FAM	positive_control	22	3238	positive_control
Run A	FAM	positive_control	23	3380	positive_control
Run A	FAM	positive_control	24	3521	positive_control
Run A	FAM	positive_control	25	3659	positive_control
Run A	FAM	positive_control	26	3794	positive_control
Run A	FAM	positive_control	27	3927	positive_control
Run A	FAM	positive_control	28	4057	positive_control
Run A	FAM	positive_control	29	4184	positive_control
Run A	FAM	positive_control	30	4309	positive_control
Run A	FAM	positive_control	31	4431	positive_control
Run A	FAM	positive_control	32	4552	positive_control
Run A	FAM	positive_control	33	4667	positive_control
Run A	FAM	positive_control	34	4782	positive_control
Run A	FAM	positive_control	35	4832	positive_control
Run A	FAM	positive_control	36	4832	positive_control
Run A	FAM	positive_control	37	4832	positive_control
Run A	FAM	positive_control	38	4832	positive_control
Run A	FAM	positive_control	39	4833	positive_control
Run A	FAM	positive_control	40	4832	positive_control
Run A	FAM	positive_control	41	4832	positive_control
Run A	FAM	positive_control	42	4832	positive_control
Run A	FAM	positive_control	43	4832	positive_control
Run A	FAM	positive_control	44	4833	positive_control
Run A	FAM	positive_control	45	4832	positive_control
Run A	FAM	positive_control	46	4832	positive_control
Run A	FAM	positive_control	47	4832	positive_control
Run A	FAM	positive_control	48	4832	positive_control
